time-sec,depth-m,ODBA
197,30.4952437,0.035901
198,30.59919584,0.03368875
199,30.62273218,0.031902
200,30.71099343,0.0157555
201,30.9345886,0.0212185
202,31.30528587,0.0411855
203,31.77012847,0.053818
204,32.29185054,0.03015625
205,32.75277042,0.025423
206,33.08424046,0.03471775
207,33.30391292,0.03920525
208,33.33725606,0.0491015
209,33.16857899,0.03426475
210,32.8096499,0.0445145
211,32.34088457,0.04402625
212,31.80151025,0.051648
213,31.24840639,0.03792325
214,30.82279102,0.0395275
215,30.51681867,0.03529625
216,30.32264391,0.03308625
217,30.19515544,0.03684175
218,30.08531921,0.0403135
219,29.84995587,0.032838
220,29.5047563,0.0314315
221,29.04383642,0.03769725
222,28.4691576,0.0220355
223,27.87682652,0.0214995
224,27.32960675,0.0324525
225,26.88633912,0.02985425
226,26.55683044,0.0352735
227,26.45483966,0.0256445
228,26.53329411,0.02916675
229,26.80788467,0.0318055
230,27.22957733,0.02684875
231,27.75326076,0.0331265
232,28.216142,0.0293545
233,28.59468471,0.024952
234,28.76532313,0.03122625
235,28.68883005,0.0285125
236,28.35539865,0.03329575
237,27.84152202,0.031488
238,27.25899774,0.054832
239,26.81965284,0.03353125
240,26.58821222,0.034263
241,26.61567128,0.03196675
242,26.87457095,0.0287165
243,27.21192508,0.02750625
244,27.417868,0.034635
245,27.42571345,0.0309805
246,27.18446602,0.027249
247,26.68628028,0.02939025
248,26.04295381,0.02721425
249,25.39962734,0.04024025
250,24.82690988,0.040611
251,24.40521722,0.0373125
252,24.12278121,0.028294
253,23.93056781,0.03859
254,23.8050407,0.04436725
255,23.71285672,0.02344525
256,23.60694322,0.03926875
257,23.56771599,0.03566425
258,23.57948416,0.04234475
259,23.55006374,0.03832875
260,23.44415024,0.05213425
261,23.2087869,0.04743325
262,22.80082377,0.03354525
263,22.22026086,0.045973
264,21.56516623,0.0359505
265,20.93556929,0.03582175
266,20.39619496,0.03612575
267,20.02942042,0.03860375
268,19.82151613,0.039331
269,19.72148671,0.036762
270,19.66264588,0.04193175
271,19.62538001,0.04101425
272,19.54300284,0.03684925
273,19.44101206,0.0299255
274,19.35275081,0.0415595
275,19.26252819,0.04990325
276,19.18603511,0.04013775
277,19.05658527,0.03709125
278,18.87025596,0.042268
279,18.58781995,0.04000325
280,18.26027263,0.07233
281,17.93664803,0.092368
282,17.68363244,0.0600065
283,17.50318721,0.0308395
284,17.42669413,0.0242575
285,17.39727371,0.03958775
286,17.31293518,0.044167
287,17.14818084,0.02755575
288,16.90301069,0.0372765
289,16.62842012,0.0477055
290,16.34206139,0.03108375
291,16.10865941,0.028796
292,15.91840737,0.03651475
293,15.83995293,0.0347535
294,15.78307345,0.039072
295,15.75757576,0.04240075
296,15.74973031,0.03829175
297,15.8007257,0.03652175
298,15.8360302,0.03622325
299,15.86348926,0.03228025
300,15.88506423,0.03203875
301,15.87525743,0.03505475
302,15.82818476,0.041338
303,15.72619398,0.0922585
304,15.56143964,0.05895975
305,15.34176719,0.07426575
306,15.07894479,0.06132
307,14.73766794,0.09024125
308,14.35716387,0.0819285
309,14.01392566,0.081432
310,13.76875552,0.090865
311,13.6687261,0.1260795
312,13.77267824,0.08933925
313,14.05315289,0.10641675
314,14.40815926,0.0923695
315,14.76120428,0.07908425
316,15.04952437,0.07208075
317,15.18093557,0.040764
318,15.13974698,0.05391875
319,15.05344709,0.0667965
320,14.91222909,0.0506785
321,14.81023831,0.0405075
322,14.79258605,0.03731025
323,14.92399725,0.06295525
324,15.06521526,0.0516775
325,15.22408552,0.028725
326,15.30646269,0.0430355
327,15.28488771,0.04586225
328,15.13582426,0.03619475
329,14.89849956,0.0262395
330,14.59252721,0.02418025
331,14.22575267,0.03734775
332,13.81582818,0.03273575
333,13.43728548,0.053963
334,13.1175836,0.0449745
335,12.92929293,0.0388185
336,12.82730215,0.0203985
337,12.89791115,0.0426425
338,13.04893596,0.029122
339,13.27645386,0.06300875
340,13.44709228,0.069052
341,13.63538296,0.0625385
342,13.72756693,0.021378
343,13.78836913,0.04399175
344,13.82955771,0.05415625
345,13.88839855,0.049655
346,13.96489163,0.046112
347,14.06688242,0.046485
348,14.11787781,0.0563475
349,14.06688242,0.03937075
350,13.93547122,0.055904
351,13.72168285,0.0252315
352,13.48828087,0.0294625
353,13.28233794,0.03103025
354,13.12935177,0.037763
355,13.00578602,0.043767
356,12.95871335,0.04962975
357,12.94890654,0.0634495
358,13.00774738,0.038507
359,13.12935177,0.04868975
360,13.35098558,0.03904225
361,13.57458076,0.02636275
362,13.82563499,0.04402175
363,14.06295969,0.053238
364,14.25125037,0.05569
365,14.31989801,0.0827575
366,14.2649799,0.04653025
367,14.03550064,0.03383725
368,13.64126704,0.04591525
369,13.19603805,0.034367
370,12.75080906,0.03841625
371,12.42326174,0.03375825
372,12.26439149,0.04464025
373,12.28596646,0.0461865
374,12.40364813,0.03851575
375,12.6076297,0.03904175
376,12.8194567,0.02633525
377,13.03128371,0.02947725
378,13.19015397,0.041609
379,13.30195155,0.04069575
380,13.39609689,0.03939475
381,13.48043542,0.02636975
382,13.53143081,0.0479525
383,13.55496715,0.0604835
384,13.50593312,0.050062
385,13.38825145,0.0401
386,13.21761302,0.05601775
387,12.98813376,0.02888175
388,12.74296362,0.04444325
389,12.58997744,0.04709775
390,12.49387075,0.026886
391,12.4507208,0.060164
392,12.42130038,0.058366
393,12.35069138,0.0248255
394,12.20751201,0.03910025
395,12.08002354,0.051553
396,11.9858782,0.032477
397,12.0466804,0.033199
398,12.29185054,0.0291625
399,12.70177503,0.03522175
400,13.23526527,0.03553375
401,13.79425321,0.0423535
402,14.2747867,0.060115
403,14.6082181,0.0341735
404,14.73570658,0.0349755
405,14.61998627,0.02853975
406,14.33362754,0.0343
407,13.91781897,0.0194855
408,13.45689909,0.04539
409,13.02932235,0.030512
410,12.67627734,0.0403245
411,12.45660488,0.031605
412,12.40953222,0.03652875
413,12.49779347,0.0505665
414,12.75865451,0.07225325
415,13.17054036,0.03654425
416,13.66676473,0.0390725
417,14.17671864,0.03872475
418,14.73178386,0.03655575
419,15.23389232,0.0466745
420,15.6242032,0.06270325
421,15.84975973,0.04797925
422,15.84975973,0.0308155
423,15.61635775,0.0279265
424,15.22408552,0.066792
425,14.74747475,0.04360525
426,14.27282534,0.04895
427,13.93743258,0.0369055
428,13.77071688,0.0389225
429,13.76875552,0.044743
430,13.89428263,0.041462
431,14.14141414,0.0337195
432,14.42777287,0.02217325
433,14.765127,0.0301265
434,15.0985584,0.030079
435,15.42218299,0.0381115
436,15.6948122,0.021161
437,15.97724821,0.03309475
438,16.18711386,0.04600275
439,16.34402275,0.0494205
440,16.44797489,0.03498875
441,16.45385898,0.049512
442,16.31852506,0.04383125
443,16.0537413,0.028362
444,15.68108267,0.0578965
445,15.2299696,0.04493925
446,14.81612239,0.037577
447,14.44934785,0.04965975
448,14.17279592,0.04261075
449,13.97077572,0.03918325
450,13.8707463,0.037857
451,13.84328724,0.035203
452,13.91585761,0.03906725
453,14.1335687,0.031287
454,14.51603413,0.04377675
455,14.96126312,0.04025575
456,15.45160341,0.0321515
457,15.91840737,0.03994875
458,16.25968422,0.042984
459,16.40678631,0.04080925
460,16.36363636,0.03015875
461,16.11062077,0.029137
462,15.68108267,0.0359645
463,15.15739924,0.03492325
464,14.62587035,0.02940475
465,14.18260273,0.03028825
466,13.92174169,0.07135925
467,13.91978033,0.0535665
468,14.08845739,0.0533715
469,14.36304796,0.0652675
470,14.75335883,0.04055975
471,15.10640384,0.03946175
472,15.38295577,0.03613925
473,15.61047367,0.044278
474,15.7909189,0.0486205
475,15.84779837,0.03585025
476,15.8870256,0.048756
477,15.89094832,0.03989675
478,15.89879376,0.02624975
479,15.9321369,0.038242
480,15.98117093,0.0499965
481,15.99097774,0.02953975
482,15.9674414,0.02470925
483,15.82033932,0.043786
484,15.53986467,0.06488525
485,15.15347651,0.0474035
486,14.72786114,0.0487855
487,14.28459351,0.03687925
488,13.93547122,0.0433085
489,13.77071688,0.064615
490,13.81582818,0.058832
491,14.0472688,0.051751
492,14.41600471,0.04198925
493,14.90242228,0.068261
494,15.33784446,0.06055075
495,15.66343042,0.04935575
496,15.78895754,0.03982075
497,15.69088948,0.0445875
498,15.32215357,0.0344
499,14.78866333,0.03733575
500,14.15514367,0.07171375
501,13.5726194,0.05548575
502,13.1430813,0.048373
503,12.91752476,0.0637335
504,12.89791115,0.05239225
505,13.1175836,0.03915525
506,13.50397176,0.0406745
507,14.0021575,0.0641675
508,14.59056585,0.05284775
509,15.22408552,0.042291
510,15.87525743,0.06550675
511,16.51662254,0.040044
512,17.10503089,0.055216
513,17.69147789,0.09261325
514,18.29165441,0.09324275
515,18.86633324,0.095413
516,19.38609395,0.09558725
517,19.81563205,0.10288275
518,19.99411592,0.09153275
519,19.86662744,0.0774975
520,19.42532117,0.04155475
521,18.76041973,0.07352
522,18.0543297,0.07161525
523,17.42081004,0.09887275
524,16.98931058,0.05491
525,16.80690399,0.07793625
526,16.83828577,0.04835025
527,17.04030597,0.0475835
528,17.43650093,0.05801075
529,17.96606845,0.08320375
530,18.52505639,0.0611785
531,19.13503972,0.0491045
532,19.64891635,0.0454045
533,19.98627047,0.0447265
534,20.12160439,0.045939
535,20.09414534,0.05626875
536,19.85878199,0.040279
537,19.48416201,0.03541275
538,19.03304894,0.02863025
539,18.56428361,0.03078925
540,18.11317054,0.06713975
541,17.7110915,0.04889225
542,17.40511915,0.05511225
543,17.21486712,0.05473825
544,17.12856723,0.058523
545,17.17956262,0.08419125
546,17.3776601,0.06301625
547,17.65421202,0.05710375
548,17.94057076,0.0552185
549,18.23869766,0.04988875
550,18.45248603,0.06614325
551,18.60351084,0.0378785
552,18.76434245,0.05047075
553,19.00558988,0.06303325
554,19.27625772,0.06389525
555,19.61753457,0.05039725
556,19.94312053,0.0570415
557,20.14121801,0.0679285
558,20.09218398,0.109824
559,19.74698441,0.22915675
560,19.02716485,0.20632075
561,18.04060018,0.30166175
562,16.95989016,0.1699445
563,16.00078454,0.10113025
564,15.29273316,0.22844225
565,14.93576542,0.1955935
566,14.85338825,0.09323675
567,15.03383348,0.07504825
568,15.34372855,0.07255175
569,15.76738256,0.02868125
570,16.38521134,0.074627
571,17.25017162,0.09157125
572,18.27400216,0.066369
573,19.38609395,0.056948
574,20.40011768,0.079032
575,21.08463274,0.1003765
576,21.27488477,0.05604775
577,20.90026478,0.10044425
578,20.07257036,0.06825175
579,19.01931941,0.07594575
580,18.01510248,0.08130925
581,17.20506031,0.092931
582,16.69118368,0.03977875
583,16.44993626,0.0534945
584,16.32833186,0.06972375
585,16.16750025,0.05283225
586,15.90271649,0.04285625
587,15.51240561,0.05090225
588,15.04560165,0.043436
589,14.58272041,0.037279
590,14.21006178,0.049209
591,14.0472688,0.05485125
592,14.13160734,0.064363
593,14.39246837,0.099043
594,14.86711778,0.0678405
595,15.44768069,0.0534455
596,16.02235952,0.02915475
597,16.55192704,0.057679
598,17.07364911,0.09496075
599,17.4482691,0.04499475
600,17.66598019,0.0732125
601,17.61106208,0.0749635
602,17.20309895,0.06920825
603,16.4224772,0.09399925
604,15.47906247,0.0780655
605,14.53564774,0.069738
606,13.82367363,0.070192
607,13.47258998,0.055173
608,13.50004903,0.06185925
609,13.77856232,0.0698865
610,14.16298911,0.06668775
611,14.47484554,0.05579075
612,14.64548397,0.07755375
613,14.63175444,0.11600275
614,14.49838188,0.0765705
615,14.36893204,0.10431175
616,14.33166618,0.09100375
617,14.4670001,0.133047
618,14.75335883,0.07638
619,15.12209473,0.101522
620,15.45356477,0.05451325
621,15.74973031,0.051082
622,15.95567324,0.045645
623,16.19888202,0.070252
624,16.51662254,0.04699875
625,16.98931058,0.03779425
626,17.58360302,0.0705455
627,18.22889085,0.06491775
628,18.7368834,0.09801675
629,19.07227616,0.098329
630,19.24487594,0.0868775
631,19.28998725,0.12699925
632,19.24095322,0.083803
633,19.17818966,0.086332
634,19.10954202,0.13100525
635,19.06835344,0.079068
636,19.06639208,0.0835415
637,19.15857605,0.08064675
638,19.30175542,0.0710925
639,19.52731195,0.1206695
640,19.74698441,0.0796295
641,19.96861822,0.10520475
642,20.11768167,0.06112325
643,20.24517015,0.10812025
644,20.23536334,0.10030875
645,20.15494753,0.06410025
646,20.02353633,0.07863925
647,19.98038639,0.0790635
648,20,0.0566995
649,20.17456115,0.06269025
650,20.43934491,0.04403775
651,20.78258311,0.0390965
652,21.16112582,0.04954425
653,21.54947534,0.076982
654,21.95351574,0.0418485
655,22.30263803,0.041348
656,22.55369226,0.032029
657,22.7439443,0.02750375
658,22.97930764,0.03684475
659,23.25978229,0.02127625
660,23.6834363,0.02103675
661,24.30322644,0.0206445
662,24.95439835,0.0307595
663,25.52907718,0.02440425
664,26.00961067,0.02186425
665,26.3214671,0.030513
666,26.41561244,0.0365105
667,26.38423066,0.020309
668,26.28027851,0.02657375
669,26.13121506,0.03419725
670,25.9978425,0.0365475
671,25.92134942,0.03933125
672,25.92331078,0.03359525
673,26.07041287,0.028796
674,26.30773757,0.03864875
675,26.60390311,0.030082
676,26.84122781,0.035411
677,26.88437776,0.0382245
678,26.55486908,0.04084425
679,25.85074041,0.02852525
680,24.85436893,0.03868575
681,23.70108856,0.05938175
682,22.60272629,0.0488165
683,21.75149554,0.0424665
684,21.2180053,0.0292595
685,20.94145337,0.05115
686,20.81004217,0.04552125
687,20.72962636,0.03626725
688,20.63351966,0.03836575
689,20.56487202,0.032758
690,20.53937433,0.05887575
691,20.6315583,0.0556435
692,20.73354908,0.0347375
693,20.81004217,0.04150175
694,20.66882416,0.04704175
695,20.21182701,0.0532395
696,19.46062567,0.05085575
697,18.56232225,0.0609575
698,17.63459841,0.04427675
699,16.84024713,0.039746
700,16.28125919,0.0355215
701,15.96351868,0.04019425
702,15.85760518,0.03672975
703,15.90075512,0.03012225
704,16.10473669,0.03325175
705,16.47347259,0.0456245
706,17.018731,0.05815075
707,17.70324605,0.056511
708,18.40149063,0.0323815
709,19.01343532,0.02843775
710,19.43316662,0.050983
711,19.56850054,0.07115325
712,19.39001667,0.04086075
713,19.11346474,0.05031375
714,18.84475826,0.0546265
715,18.7113857,0.04381625
716,18.74080612,0.06085175
717,18.95067177,0.0394355
718,19.24095322,0.0508725
719,19.65676179,0.04186475
720,20.17259978,0.0286345
721,20.80611945,0.04351925
722,21.59262528,0.0225845
723,22.4203197,0.0466805
724,23.09698931,0.0407345
725,23.57948416,0.03416975
726,23.83838384,0.057617
727,23.81092478,0.06534425
728,23.63244091,0.0323295
729,23.42845935,0.054407
730,23.24213004,0.05474925
731,23.1126802,0.04653275
732,23.01265078,0.046156
733,22.86162597,0.045492
734,22.5517309,0.041322
735,22.06923605,0.0458165
736,21.47494361,0.05344925
737,20.9198784,0.0652365
738,20.51583799,0.04760175
739,20.35500637,0.04128625
740,20.41384721,0.039537
741,20.64332647,0.03338875
742,20.9551829,0.02658375
743,21.25723252,0.03214025
744,21.59850937,0.03118075
745,21.95939982,0.0308265
746,22.25948808,0.0646175
747,22.40462881,0.09153175
748,22.324213,0.17704075
749,21.87113857,0.124994
750,21.05128959,0.16846625
751,19.93331372,0.1814455
752,18.68392665,0.06032375
753,17.44630774,0.05165625
754,16.34990684,0.03153525
755,15.45944886,0.04275575
756,14.82004511,0.0429065
757,14.42581151,0.057356
758,14.29440031,0.0510195
759,14.44738649,0.06761425
760,14.98872217,0.06546225
761,15.90271649,0.0612755
762,17.09522409,0.07869475
763,18.4387565,0.07331975
764,19.77836619,0.0436815
765,20.91007159,0.050096
766,21.72992056,0.04394075
767,22.2182995,0.0348465
768,22.4458174,0.04325825
769,22.47719918,0.045446
770,22.42424242,0.05393675
771,22.39874473,0.02930975
772,22.49877415,0.032593
773,22.73021477,0.05247775
774,23.04403256,0.036305
775,23.37157988,0.029836
776,23.62851819,0.03917675
777,23.70501128,0.02772475
778,23.6030205,0.02971325
779,23.40296166,0.02529
780,23.14994606,0.0276735
781,22.95577131,0.0387865
782,22.95380994,0.04075725
783,23.12248701,0.043931
784,23.45591841,0.037552
785,23.9364519,0.03375275
786,24.42679219,0.03271025
787,24.8053349,0.03978025
788,25.00147102,0.03177125
789,24.98381877,0.0467205
790,24.7347259,0.04501825
791,24.35618319,0.03438325
792,23.9109542,0.03242375
793,23.4461116,0.05839
794,22.99695989,0.045389
795,22.61057174,0.0416475
796,22.30263803,0.0294805
797,22.1574973,0.0408055
798,22.17514955,0.0356515
799,22.32617437,0.05129
800,22.5164264,0.06079125
801,22.64195352,0.033724
802,22.57526724,0.045964
803,22.42816515,0.06236375
804,22.33598117,0.051203
805,22.42620379,0.059266
806,22.68118074,0.0459475
807,23.07933706,0.0433415
808,23.4461116,0.054489
809,23.62263411,0.035933
810,23.54025694,0.0322705
811,23.29116407,0.04447025
812,22.96361675,0.0408165
813,22.69491027,0.04126275
814,22.52623321,0.035485
815,22.51250368,0.03840075
816,22.63410807,0.04645425
817,22.85966461,0.04437775
818,23.1381779,0.02440675
819,23.42257527,0.0334665
820,23.63636364,0.036189
821,23.73050897,0.03928175
822,23.6736295,0.0321985
823,23.41276846,0.04770875
824,22.97146219,0.05096325
825,22.39286065,0.036651
826,21.8142591,0.0580735
827,21.31215063,0.0405545
828,20.96302834,0.0428825
829,20.75316269,0.04189075
830,20.66882416,0.04250325
831,20.62567422,0.03448125
832,20.60213788,0.040916
833,20.67666961,0.0362145
834,20.9296852,0.04737175
835,21.36706875,0.03969725
836,21.92997941,0.0354485
837,22.51054232,0.0398305
838,22.92635089,0.032899
839,23.04991664,0.03640625
840,22.8498578,0.04125125
841,22.39089928,0.025769
842,21.81033637,0.03186475
843,21.22388938,0.03597125
844,20.77277631,0.0361405
845,20.45111307,0.03049075
846,20.25693832,0.02504475
847,20.14710209,0.0211245
848,20.06668628,0.04250525
849,19.98038639,0.06270675
850,20.01765225,0.051498
851,20.24909287,0.0589905
852,20.61390605,0.05854325
853,21.12778268,0.0409185
854,21.6926547,0.03274225
855,22.1476905,0.03687125
856,22.37324703,0.04159775
857,22.51446504,0.031355
858,22.59095812,0.03069425
859,22.67137393,0.03554525
860,22.76355791,0.03256425
861,22.86947141,0.03967325
862,22.85966461,0.033329
863,22.67921938,0.0243565
864,22.29086986,0.03173175
865,21.80837501,0.037554
866,21.24154163,0.025204
867,20.77866039,0.02506125
868,20.51583799,0.02341525
869,20.57860155,0.04945925
870,20.93164656,0.04530575
871,21.48671178,0.04345075
872,22.01431794,0.0493115
873,22.33205845,0.04758675
874,22.324213,0.036449
875,21.99274296,0.02731125
876,21.53378445,0.0521235
877,21.1218986,0.031668
878,20.9296852,0.0278975
879,20.99833284,0.025814
880,21.29645974,0.03066175
881,21.69853879,0.03620325
882,22.03393155,0.03211375
883,22.23006767,0.035807
884,22.25948808,0.030644
885,22.19868589,0.04452375
886,22.12415416,0.03541075
887,22.0868883,0.03635375
888,22.10257919,0.05377375
889,22.11630872,0.04136325
890,22.01824066,0.03880075
891,21.73580465,0.038542
892,21.27096205,0.031852
893,20.70020594,0.03281025
894,20.20005884,0.06050825
895,19.94900461,0.0396755
896,20.11375895,0.04351825
897,20.69432186,0.0542045
898,21.57301167,0.04038025
899,22.51250368,0.053053
900,23.25585957,0.0776075
901,23.59713641,0.049133
902,23.47553202,0.039859
903,22.99303717,0.03628525
904,22.38305384,0.03069225
905,21.78091596,0.03459375
906,21.25134844,0.03708425
907,20.9296852,0.03765975
908,20.74923997,0.03057675
909,20.67470825,0.029152
910,20.69432186,0.0317205
911,20.81592625,0.02833475
912,20.94733745,0.031397
913,21.09051682,0.02799425
914,21.18270079,0.04914175
915,21.21996666,0.04228475
916,21.17877807,0.04701125
917,21.10424635,0.03086125
918,21.02186918,0.03625125
919,20.89830342,0.06562325
920,20.73354908,0.042443
921,20.52760616,0.0413045
922,20.3334314,0.049375
923,20.14906345,0.0354885
924,20.11768167,0.04390375
925,20.13925664,0.041195
926,20.24124743,0.043108
927,20.28635873,0.037923
928,20.23928606,0.039196
929,19.98823183,0.04501725
930,19.61753457,0.03843925
931,19.15465333,0.031294
932,18.66627439,0.02951125
933,18.20731588,0.038594
934,17.79150731,0.029054
935,17.47376679,0.0337585
936,17.27763068,0.03027825
937,17.27566931,0.02655175
938,17.48161224,0.0322345
939,17.86211631,0.05411725
940,18.30146121,0.04073775
941,18.65450623,0.03685025
942,18.76434245,0.05215575
943,18.51524958,0.05164175
944,17.95822301,0.043155
945,17.28351476,0.07271375
946,16.73629499,0.13168025
947,16.54015887,0.1006045
948,16.76375405,0.13461525
949,17.34039423,0.14689375
950,18.10924782,0.071986
951,18.85652643,0.052445
952,19.4390507,0.0554145
953,19.73129352,0.05033525
954,19.74894577,0.05821625
955,19.53908012,0.046819
956,19.20564872,0.051294
957,18.76826518,0.04792725
958,18.403452,0.04205425
959,18.21516132,0.03872925
960,18.21712268,0.053953
961,18.33088163,0.0773235
962,18.47994508,0.04458725
963,18.56624497,0.05792025
964,18.46229283,0.0452115
965,18.13278415,0.03539825
966,17.63459841,0.03452125
967,17.06776503,0.039616
968,16.4930862,0.03924525
969,15.9674414,0.0464535
970,15.58105325,0.04207975
971,15.44964205,0.0373275
972,15.563401,0.045289
973,15.85368246,0.05651375
974,16.26752967,0.03737275
975,16.63626557,0.05185875
976,16.76179268,0.05445375
977,16.65587918,0.04705825
978,16.42639992,0.06007625
979,16.15573208,0.059632
980,15.92036874,0.02714725
981,15.7654212,0.05376
982,15.70854173,0.03748
983,15.6693145,0.03080725
984,15.6242032,0.0353515
985,15.61831911,0.03904325
986,15.67912131,0.04770975
987,15.73992351,0.03759975
988,15.82818476,0.03030525
989,15.84583701,0.03054775
990,15.77522801,0.04012525
991,15.54967147,0.0388295
992,15.29861724,0.03739475
993,15.05148573,0.0444195
994,14.95537903,0.0399355
995,15.0279494,0.0529925
996,15.29273316,0.04202775
997,15.57909189,0.03920525
998,15.80857115,0.03411975
999,15.81641659,0.053415
1000,15.563401,0.057665
1001,15.09659704,0.04806925
1002,14.53957046,0.05482825
1003,14.03353928,0.030356
1004,13.74325782,0.0410545
1005,13.71187604,0.04085225
1006,13.87270766,0.0497805
1007,14.14925959,0.05123175
1008,14.42385015,0.0531485
1009,14.56506816,0.0434315
1010,14.50034324,0.04263325
1011,14.22379131,0.04928325
1012,13.82759635,0.04045475
1013,13.37844464,0.038437
1014,13.0214769,0.03375675
1015,12.82926351,0.0428895
1016,12.86849073,0.03528925
1017,13.06266549,0.0422215
1018,13.33921742,0.0422065
1019,13.58831029,0.04206125
1020,13.77660096,0.04450775
1021,13.87663038,0.05557525
1022,13.91781897,0.05176325
1023,13.89820535,0.0329045
1024,13.83151907,0.052591
1025,13.74718054,0.04188875
1026,13.61380798,0.044054
1027,13.45493773,0.03586375
1028,13.28626066,0.051156
1029,13.15877219,0.084935
